Timestamp|Name|Roll No|Phone No.|Email Address|Room No & Block|In which areas do you wish to contribute to CSI?|Which Yantras are you interested in?|Tell us about your interests. What is important to you?|What was your favourite CSI (or non-CSI) event last year? Describe your experience. What did you like about it?|Mention any softwares you have worked with and rate yourself in each out 5. Your|List the languages you know and rate yourself out of 5.|Given a chance to initiate a project as a member of Sanganithra, describe the project you would pursue.|Additional Information|Select the softwares you've worked with before|Given a chance to initiate a project as a member of Vidyut, describe the project you would pursue.|Additional Information|Mention any specific areas of interest in the fields of Mechanical, Civil and Chemistry|Given a chance to initiate a project as a member of Yantrika, describe the project you would pursue.|Additional Information|Which degree are you currently pursuing?|Are you available over the weekend?||Interviewed By:|Yes/No/Maybe
8/14/2013 22:41|Name84|13RR84|123456872|abc2@gmail.com43|Room No 84|HR|Yantrika (Mechanical), Kaaryavarta (Business), Saahitya (Literature)|Talking to people. Meeting people. Engaging in conversation. Spreading ideas. Finance excites me. Leadership has been one of my stronghold qualities. Organizing events, getting to know people and learning things all the time are things i look forward to. I love quizzing and love organizing quizzes. Designing structures etc intrigue me. I also love public speaking and debating!|Contraption by CSI was an amazing event and one of the most challenging events last year. The whole concept and the restrictions thus leading to some serious head scratching only after our entrance exams was really amazing. Other quizzes organized by other clubs and the Treasure hunts were really mind boggling and brought out the best in the budding engineers of NITK.||||||||Love Buildings. Desgining in General. Architectural Aesthics matters. Organic Chemistry has always been my favourite subject though i am a bit rusty now. Knowledge of machines is limited but basics are decent.|Design competitions. Competitions similar to contraption, slighlty modified versions of the same event. Various GK quizzes. We can also initiate designs on similar lines on that of NITK racing where we can help them out or start a sister project in building a rally car etc.|Worked briefly at NIO on their water resources project. Wrote for a few magazines and newspapers. AutoCAD 2D. Excellent public speaking skills, debating and a passionate quizzers. Won many elocution competitions and state level quizzes.|B.Tech|Yes|||
8/14/2013 22:43|Name85|13RR85|123456873|abc1@gmail.com43|Room No 85|Technical|Sangnithra (Computers)|I want to be a part of team and work on creative prolects.|I didn't participate in computer related event last year||C 3C++ 3.5|Android App Development||||||||B.Tech|Yes|||
8/14/2013 22:44|Name86|13RR86|123456874|abc2@gmail.com44|Room No 86|Technical|Yantrika (Mechanical), Kaaryavarta (Business), Saahitya (Literature)|I am interested in reading, writing, listening to music. My favorite novel series is Harry Potter. I have read Chetan Bhagat as well. I like soft, melodious music.I am interested in learning various software eg: CATIA.|I attended lots of events conducted by many clubs. CSI I attended Lua Workshop, Apperentice. Lua workshop was fascinating. My favourite events were Scotland yard by ISTE and Sync by IE. Scotland yard was fun. To solve the puzzles and reach the correct place was thrilling. I liked the spirit of fun and enthusiasm instilled in each one of us by Scotland yard.||I know C and JAVAC- 3.5 out of 5JAVA- 3.5 out of 5||||||No specific areas of interest, but i would like to take up Civil projects and work. I am also willing to do any project which includes all the three branches.|If I have to initiate any project I would keep forward the ideas of eco-friendly projects, or projects which can make our surroundings better. For eg, an automatic grass cutting machine made completely by students. Rain Water harvesting structures, sewage management.|I am competent in AutoCAD.|B.Tech|Yes|||
8/14/2013 22:44|Name87|13RR87|123456875|abc1@gmail.com44|Room No 87|Technical, Media|Sangnithra (Computers), Vidut (Electronics and Electrical)|am quite interested in coding,web designing and mainly in vfx and 3d animation(mainly modelling,texturing and lighting)|junkyard was the event i loved the mostit helped bringing out all my diff skills|adobe primier pro (2.5/5)adobe after effects (2.5/5)autodesk maya (4/5)adobe photoshop cc (3/5)adobe audition cc (2.5/5)|c programming (3.5/5)|||||||||B.Tech|Yes|||
8/14/2013 22:46|Name88|13RR88|123456876|abc2@gmail.com45|Room No 88|Technical, HR|Yantrika (Mechanical), Kaaryavarta (Business), Saahitya (Literature)|I would love to work in a team. I am interested in technical activities of all clubs. I love to follow sports. I follow tennis, football, formula 1, cricket etc. I do try to use my time learning new software.I love designing ordinary shirts and to  make design plans for automobiles.I would love to have fun in whatever the circumstances and whatever the work i'm doing.|MARATHON : Though I am not as much into programming, this event was good. It covered all aspects of  computer engineeringANGRY BIRDS : It was a lively and funny event. Lots of fun and enthusiasm. It was a very good adaptation of the modern trending game.APPRENTICE : To test our mental resolve, to test our dareness, to test our logical aptitude, to test our problem solving ability, there is no better event than this.|||||Matlab, C++ or Embedded C|I would like to hon my idea of enlarging battery life of mobile.I would love to learn all about those stuff and try to build a battery with better back up and ensure that my phone stays with a efficient battery.||Mechanical;I am interested in Aeronautical field.I would love to build gliders and design a better plane.|I would like to build robots. The best in robots need to be produced by our college. and the best club which can provide platform is CSI . With all the codings, and the microcontrollers and the mechanical aspects, we need to build the best ones.||B.Tech|Yes|||
8/14/2013 22:49|Name89|13RR89|123456877|abc1@gmail.com45|Room No 89|Technical|Sangnithra (Computers)|"I am very Enthusiast and passionate student . My hobbies are playing football , swimming and spending time on internet  .I like to Spend leisure time in learning new Programming language or software . Currently I am learning PHP and as well as building Windows 8 app .For me as a NITK Student , becoming a ""Computer Engineer "" Is very important . I want to learn various things in Computer ."|My Favourite event last Year was Scotland Yard for one obvious reason that is It was my first Event in NITK .And It was fun to go around and search for the clues to solve a Murder Mystery . It was Raining on the day of scotland Yard , we group of four friends were running here and there searching for clues . After finding the all clues we had to guess the murderer and unexpectedly we came 5th in the event .||C 4/5, C++ 4/5 , Scripts :Html 5/5CSS 4.5/5Javascript 4/5JQuery 4/5Php 3/5CMS 3/5|I would Like to build our own Internet Interface like Facebook for NITK where Students can actively share and gain knowledge . It will be based on Web scripting . An it can become a  potential network where all NITKIANS can be connected irrespective of their branches . There are many things and events which go unnoticed by vast number of students because of no proper media . So Internet Interface can be very helpful .|Good at web designing .Have created Many Web Pages .Right now learning building windows phone 8.0 apps .Built Demo pages using Content management system (CMS) on prestashop.com .|||||||B.Tech|No|||
8/14/2013 22:50|Name90|13RR90|123456878|abc2@gmail.com46|Room No 90|Technical, Media|Sangnithra (Computers)|my ideology of living is whatever i use in my daytoday life i should be capable of reparing it.....|dont remember....|1.photoshop        42.vegas pro         23.cinema 4d        24.power directory 4|1.c        32.c++    23.java    24.html   2|create new group which names EA GAMES CLUB which includes develop of gaming aspects.....||||||||B.Tech|Yes|||
8/14/2013 22:50|Name91|13RR91|123456879|abc1@gmail.com46|Room No 91|Technical, HR|Sangnithra (Computers)|I am interested in every cultural activities and technical activities. I just want to participate in each and every event of our college so that I can boost up myself and can contribute a little bit from my side too.|I am the 1st year student.||C,C++.3 out of 5|I am new to this club so would like to do all kinds of projects.||||||||MCA|No|||
8/14/2013 22:53|Name92|13RR92|123456880|abc2@gmail.com47|Room No 92|Technical, Media|Sangnithra (Computers)|Interested in coding and some thing logical.also interested in rubik's cube andd I ll play chess better...The most important thing is that I want to leaarn coding as much as possible and as the best as possible|I have been to Scotland Yard...that was pretty fun running all the way around the campus and finding them........It was a gud experience|Photoshop         -  4Visual Effects    - 3.5Moviemaker       - 4|c     - 4Java  -3|I would prefer to make a project related to astronomy|never been to any project officially.......|||||||B.Tech|Yes|||
8/14/2013 22:58|Name93|13RR93|123456881|abc1@gmail.com47|Room No 93|Technical, HR|Yantrika (Mechanical)|i know its no related to the club but my main interest is in sports and music.but i wanna expand my horizon and learn something new about computers.|my favourite events were all the musical nights, spandan n crescendo.. i liked the dj n basketball tournament.||||||||i wanna learn more about automobiles. as i am from the civil dept m also interested in structures.|alternate fuel in an ic engine.. i would like to do a project to replace petrol n use something eco friendly n easily available.||B.Tech|Yes|||
8/14/2013 22:59|Name94|13RR94|123456882|abc2@gmail.com48|Room No 94|Technical|Sangnithra (Computers)|i love codes,|grand canyon.||c :3c++ :3php:2|||||||||B.Tech|Yes|||
8/14/2013 23:00|Name95|13RR95|123456883|abc1@gmail.com48|Room No 95|Technical, Media|Sangnithra (Computers)|Am highly intrested in programming , i want to be well skilled programmer. CSI is the best place in nitk to learn top skills on programming,coding.Am also intrested in media feild, i know CSI is providing good environment to learn maximum as possible.I likes to be a part of it .|not remembering .|photoshop cs6 ;  2.5 ;movie maker :      3  ;vegas sony   :       2 ;|C ,             4C++        3.5JAVA       2.5|I will create a club of vedio editing . were we train the students about vedio editing and making.|one of my plus point is that my hard work. I will go deep in to the subject untile i completes or understands the topic.|||||||B.Tech|Yes|||
8/14/2013 23:01|Name96|13RR96|123456884|abc2@gmail.com49|Room No 96|Technical|Sangnithra (Computers)|Google page rank algorithm and AI . AI i have recently started so dont have much knowledge about it but plan to learn more in it.|IEEE Pangea...Got to see some interesting stuff in the first semester and was appealing||C        3 C++    2.5Java     2|I would pursue a project in AI|Came second  in Simplinear organised during Engineer 2012 .Which comprised several rounds on Computer , Electronics and Mechanical.|||||||B.Tech|No|||
8/14/2013 23:02|Name97|13RR97|123456885|abc1@gmail.com49|Room No 97|Technical|Sangnithra (Computers), Saahitya (Literature)|I like sports and am a huge football fan and hence, a huge FIFA fan as well. I dream of myself to be working in EA Sports someday, making the game I've been playing for years.For my time in college, I just don't want to be spending my 4 years in NITK as a nobody and hopefully CSI would help me in achieving that.|Treasure Hunt organised by ISTE was quite memorable. It was fun solving clues, running around with friends and performing fun tasks. The fact that it rained that day made running all the more fun. Then there was some dancing and singing at the SAC after all the clues were solved as well.Another event I remember is Apprentice organised by CSI itself. Was fun trying to sell a pink phone to a guy and explaining my T-shirt quote.||C++ - 3.5/5C - 3/5Java - 2/5|A new way of making payments in shops inside the campus. On plenty of occasions, I am exhausted after playing but don't have any money on myself to buy a juice from Amul. Hence, if there was a system in place which would let's say allow the students to put in their roll no. on a device in the shop and make the purchase. The amount can be added to a 'dues' category of the student's data which can be paid off with the next fees payment. Cons - This might lead to students spending too much at times causing them burn a huge hole in their parents' pockets. Can be controlled by putting a monthly limit or something like that.|Since I had CS in PU level, I have an 'ok' programming background and am decent with C++.As my class XII project, I made a basic Fantasy Football program with a friend. However, it is only a very basic program due to our limited knowledge of the subject.|||||||B.Tech|Yes|||
8/14/2013 23:08|Name98|13RR98|123456886|abc2@gmail.com50|Room No 98|Technical|Sangnithra (Computers)|ProgrammingBasketBallDota2|pangaea -> Got kicked out for finding an exploit :/||C++ 3ruby 2JAVA 2C 2Javascript 2|Web DevelopmentSecurity - HackingAIAlgorithms and Programming||||||||B.Tech|Yes|||
8/14/2013 23:13|Name99|13RR99|123456887|abc1@gmail.com50|Room No 99|Technical|Yantrika (Mechanical)|CAD softwaresTo learn new things|IEEE Pangea got to see some really good||||||||CAD softwares|Making a glider after simulating it in XFLR5|Have knowledge of CATIA, AutoCAD(Prepared some CATIA models & can present them)|B.Tech|Yes|||
8/14/2013 23:14|Name100|13RR100|123456888|abc2@gmail.com51|Room No 100|Technical, Media|Sangnithra (Computers)|I like learning new things. I'm interested in different things in Computer Science. Therefore I look forward to learn things  in computer science and try implementing what I learn. And philately is my hobby.|The Glider Workshop that I attended in ENGINEER 2012 was very nice. I was really excited when the first glider I ever made actually flew, at the end of the workshop.|Photoshop-3Sony Vegas-2|c- 4c++ - 4ruby-2ruby on rails-2|I would like to build a website were nitk students could share information and also discuss things about new gadgets that they come across or own. This could in a way help others to choose their gadgets.||||||||B.Tech|No|||
8/14/2013 23:20|Name101|13RR101|123456889|abc1@gmail.com51|Room No 101|Technical, HR|Kaaryavarta (Business)|Getting into CSI is important for me 1st of all. Business and Finance are fields which interests me a lot. As a lot of students,I also want my own startup. I bring in a lot of ideas,some being currently pursued also. I also have interests in debating,improving my HR skills,etc.I guess being in CSI,interacting with seniors and people will also increase my knowledge and improve my personality a lot. These are things which are important to me.|Apprentice was surely on the top of my list. Many other CSI events were pretty good too. CSI was definately the most active club in my 1st Year. Apprentice taught me a lot on a personal scale. Teamwork,entrepreneurship,personality development skills were thoroughly taught. And it was a lot of FUN too. I got to know a lot of people,got to know a lot of seniors. Made business plans,presented them,got both negative and positive reviews. In short,they were a good learning curve. The Big Fight is another very good event. It is actually a very good step for you if you really want to bring about a change.|||||||||||B.Tech|Yes|||
8/14/2013 23:21|Name102|13RR102|123456890|abc2@gmail.com52|Room No 102|Technical|Sangnithra (Computers), Yantrika (Mechanical)|i am interested in pursuing civil service examination .i am interested in learning the concepts or topics which i get interest like designing , animation and creativity.|xtacsi|adobe photoshop - 3|C language .Web Designing languages- HTML , CSS , javascript , PHP , MYSQL , Jquery|making csi website more interactive and more informative and something inoovative  .|||||ROBOTICS.MECHANTRONICSAEROSPACE|teaching CATIA software to those who need it but unware of how to use it .||B.Tech|Yes|||
8/14/2013 23:22|Name103|13RR103|123456891|abc1@gmail.com52|Room No 103|Technical, HR, Media|Sangnithra (Computers), Kaaryavarta (Business)|I'm interested in Designing. Although I'm not really great at it yet, I like it enough to learn it.What's important to me is all-round learning. I dont like being too tech-oriented. I do not mean to say that I'm not tech-oriented, I'm just saying that I wouldn't do well if I'm focussed on one aspect only, i do my best only when i have other activities to keep my from getting bored.And I love debating. Well not technically in the prepared-debate sense, with sheaves of notes and stuff, but any spur-of-the-moment debate(strictly speaking, more of an informal argument :P), but yeah, i'm pretty good at that stuff and i love it! :D|There was a lot of events i liked.EFOREA's B-Plan and marketing event - Damn fun for the first event of the year!IEEE's Pangea - Felt intimidated seeing what amazing stuff our seniors can do with just a computer or some wires!LSD's events - They were damn fun! The word puzzles and all that stuff. Left you kicking yourself and that's how any lit event should be!And others. I stopped here cuz i've probably written more than you'd have liked! :P|Photoshop CC - 3 out of 5.I'm Okay, but only amateur.|C - 3.5 out of 5 i guess.|Not sure. For my 2nd year at least, i would like to be more involved in learning from my seniors and batchmates, because my exposure to coding and my experience in it is very low.|I've designed logos for two small sites, both of which are still in the starting stage. (both sites are owned by my seniors and friends for whom i just designed the logo and other small graphic requirements)I also love puzzles. Any sort that mess with your mind and leave you tearing your hair out :P And i know, Sanganithra, in a way, does stuff like that, and i'd love to be involved in that!Otherwise, nothing yet. I'm a work in progress.|||||||B.Tech|Yes|||
8/14/2013 23:25|Name104|13RR104|123456892|abc2@gmail.com53|Room No 104|Technical, HR, Media|Sangnithra (Computers)|I'm interested in coding and design. Apart from these i feel that people relationships are important and have an outgoing personality.|My favorite event was definitely Apprentice. Undoubtedly the tasks given to us kept us sleep-deprived and busy for 4 days but those days were also some of the most memorable days of first year. The experience i gained during the event has definitely increased my people skills. The most fun part was the B-plan, since i didn't find such a similar experience in any other event, and it taught all of us something new.|Cinema 4D 3/5.|C++ 4/5C 4/5Java 2.5/5HTML 3/5|I would like to create a website which would act as a forum for all engineering institutes to discuss about various things such as academics, fests, internships, etc...||||||||B.Tech|Yes|||
8/14/2013 23:29|Name105|13RR105|123456893|abc1@gmail.com53|Room No 105|HR|Vidut (Electronics and Electrical), Yantrika (Mechanical), Kaaryavarta (Business), Saahitya (Literature)|1- Debating and Public speaking. Helps in expressing myself, channelize thoughts constructively and discuss thoughts with others, thereby meet new people2- Writing- Another mode to express myself and explore new ideas within myself, also a way to improve my language.3- Quizzing- Because I love increasing my knowledge to help me in my first two interests and simply because I love the rush one gets when you get an answer right in a quiz|1- Scotland Yard - It was the first of its kind. Running around doing all the mindless tasks was a lot of fun and de-stressing. It was like returning to doing some really childish activity which brought a great feeling.2- War of the Branches - Since I love debating and am very much in favor of my branch itself. Sadly there was no audience3- Apprentice - I personally did not get beyond the interview, but feel it was well organized and well publicized among the students.4- All quizzes conducted by LSD and IE.||1-C 0.5/5||||Any project involved with energy economics or alternate energy||1- Inorganic Chemistry (An interest which has slowly waned over time)2- Aircrafts|A project related to aeronautical aspects like RC airplane and gliders.||B.Tech|Yes|||
8/14/2013 23:33|Name106|13RR106|123456894|abc2@gmail.com54|Room No 106|Technical|Kaaryavarta (Business)|I have great interest in learning languages ,till now i'm perfect in five languages ,looking forward to learn some more.and another field ,which is attracting my interest is structural designing .|APPRENTICE - I liked the idea of the show.|I know autoCAD and i'm authorized certified associate from autodesk.||||||||||B.Tech|Yes|||
8/14/2013 23:37|Name107|13RR107|123456895|abc1@gmail.com54|Room No 107|Technical|Sangnithra (Computers)|I enjoy sketching,learning software and programming.|I enjoyed the photoshop workshop by ISTE.I liked the arrangements made and the tutor's way of teaching.We were provided with cd's and print-outs for tutorials.||C/C++     4/5Python    3/5|I would like to pursue a project to make all the classroom courses in our college available online.I would like being part of the website designing team for the project.|Data mining project based on twitter.Android application development.Python Programming.Win32 GUI Programming.|||||||B.Tech|Yes|||
8/14/2013 23:42|Name108|13RR108|123456896|abc2@gmail.com55|Room No 108|Technical, Media|Sangnithra (Computers), Kaaryavarta (Business), Saahitya (Literature)|I am primarily interested in coding and web development. But I am also interested in Image Editing (Poster Making) and also in Finances.|My favourite event was Angry Birds. I had lots of fun in the game. It was my favourite since I also like playing the original game.|Graphics Image Manipulation Program (GIMP) - 5/5adobe Photoshop - 3/5Sony Vegas Pro (Online Editor) - 2/5|C++ - 3.5/5Java - 3/5Python - 3/5Ruby - 3/5HTML - 4/5CSS - 4/5PHP - 1/5 (Still learning)|Undecided as of now but preferably something in coding.|1. I have completed a beginner's course on Java, Python and ruby on Learnstreet.com and I have done several small projects in relation to them as well.2. I have designed themes for my Livejournal account3. I have designed the theme for my Tumblr blog4. I design posters for stories online on asianfanfics.com|||||||B.Tech|Yes|||
8/14/2013 23:42|Name109|13RR109|123456897|abc1@gmail.com55|Room No 109|Technical|Sangnithra (Computers), Yantrika (Mechanical)|I like programming though I am in Civil branch. I am a quick learner and I have no specific area of technical interest. I can adapt to any project in hand. I even like automobiles.|I liked TEXCITED of IEEE. It had a lot of cool events for 1st years and I participated in most of them. I liked the way first years made use of simple equipments and software and made it a day worthwile and fun.||C: 4.5Java: 2.5HTML: 3|Android application, Street view|Had a month of experience learning android application development in summer.I know basics of java and am good at C.||||Automobiles, structures, inorganic chemistry|I would like to be a part of making automobiles, not the one they make in nitk racing, but like low cost single person scooter.I would like to be a part of the rocket project also.||B.Tech|No|||
8/14/2013 23:45|Name110|13RR110|123456898|abc2@gmail.com56|Room No 110|Technical|Sangnithra (Computers)|i like creative things. so my interest lies in web designing, photo editing , card making. Apart from this i love dancing, swimming and singing as well.|As i am a first year student i have no experience . But 1 thing i have noticed yet is the pre recruitment talk of CSI. which i think was nicely presented. because of that presentation i wanted to be a part of CSI . and i really am so excited.||java= 3HTML= 3CSS= 3|web designing.|"i have created 2 websites . one is ""Online shopping"" based on java , another website ""Online music store"" on ASP.net."|||||||MCA|Yes|||
8/14/2013 23:47|Name111|13RR111|123456899|abc1@gmail.com56|Room No 111|Media||Thrilled to hear Media genre in CSI. I am interested in photography as well as film making, and also in designing and attended a couple of courses. Also learning Unix side by side,and is an environment which has developed some interest in me too. Getting into CSI would help me in developing myself in the mentioned fields,where i would be able to share as well as gain new ideas but at the same time would help developing new interests,in the different genre in the club and have fun.|Would really like to experience the events this year through the club.|Working with softwares as:Photoshop(4)Sony Vegas(3)||||||||||B.Tech|Yes|||
8/14/2013 23:48|Name112|13RR112|123456900|abc2@gmail.com57|Room No 112|Technical, HR|Vidut (Electronics and Electrical)|I like design circuits and implement them practically.Sports- Cricket, Badminton, Basketball, Football.Gaming preferably CS 1.6|Pangaea of IEEE. Impressive display of tech|||||C++ or Embedded C, pspice|I would like to build a PID Controlled Line Follower, Electronic Lock using transistors, relays.|Mini Projects - Power Detector, Light sensorIntern at Adormi Tech.||||B.Tech|Yes|||
8/14/2013 23:49|Name113|13RR113|123456901|abc1@gmail.com57|Room No 113|Technical|Sangnithra (Computers)|I enjoy sketching,learning new software and programming.|I enjoyed the photoshop workshop by ISTE because of their preparedness and the tutor's way of teaching.We were given cd's and print out's for tutorials.||C/C++    4/5Python   3/5|I would like to pursue a project to make all our college class courses available online.I would like to be part of the website designing team.|Data Mining project on twitter.Android Application DevelopmentPython programmingwin32 programming|||||||B.Tech|Yes|||
8/14/2013 23:52|Name114|13RR114|123456902|abc2@gmail.com58|Room No 114|Technical, HR, Media|Sangnithra (Computers)|I believe in Engineering above GPA and interested in words like technology, software, web development, start ups and entrepreneurship. I love reading articles on Think-digit, Wiki, Forbes etc. I am specifically interested in all computer stuff (the software/coding part not the H/w), and have sheer interest in creating real life applications/tools such as websites and apps.I have founded a start-up this summer and we are working on some web projects as well which will soon be released.|I took part in Apprentice & in Contraption, wasn't able to perform well in either but still both were interesting and never-done-it-before type of events for me. That was my first GD in apprentice and it went well enough, I had cleared first round of GD and made it into the interview, that was my first interview as well.Mock Stock (conducted by Management forum) was pretty interesting, that was surely a memorable event! I liked because it was executed well enough and the concept too. I did pretty well in that event.The TechnoQuiz event under IEEE First year's fest was organized by me, so that was something that I managed to do myself in first year. I collected many tech questions, made a presentation, conducted quiz using a projector and prizes were offered to the 3 final winners.|Photoshop : 3 out of 5MS Paint/Picasa : 5 out of 5Video Creation:Cinema 4D, Vegas, AE - Nothing yet, but I wish to learn at-least any one of these seriously.|C : 3 out of 5C++ : 3 out of 5HTML : 4 out of 5CSS : 3 out of 5PHP : 1 out of 5SQL : 3 out of 5|I would like to do something, to implement online course registration system at NITK, this will help thousands of students and teachers as well each sem.We can also plan a online tuition/mess fee, mess/hostel-room selection system which will eliminate conventional manual work at this elite institute.But I think, these heavy projects need a decent hard-working team in order to turn this idea into reality.|Learnt Web Devl. and made www.concept-cars.tkFounded a internet & technology start-up this summer, currently working on some projects.Have skills & knowledge in business and technology and I love managing things/resources.I like finding/refining ideas and try to implement them.Was in Inci 2013 Press Team,Marketing Volunteer for Digital/Online promotions at GYTI-2013 , IIMA under prof Anil K. Gupta and Founder of Techpedia.in Mr. Hiranmay Mahanta|||||||B.Tech|Yes|||
8/14/2013 23:53|Name115|13RR115|123456903|abc1@gmail.com58|Room No 115|Technical|Yantrika (Mechanical)|Building/Constructing models.Researching about new ideas regarding automobiles or aerospace.Helping friends.DOTA2|Pangaea.The events were exciting, plus there were a group of noob girls who were really funny.|C++ 3/5.Blender 2/5|||||||AerospaceAutomobile|||B.Tech|No|||
8/14/2013 23:57|Name116|13RR116|123456904|abc2@gmail.com59|Room No 116|Technical|Sangnithra (Computers), Yantrika (Mechanical)|My two main interests are algorithms and simple mechanisms. I believe that logic is the most powerful tool that a human being possesses, and everything in the world can be explained by simple logic, algorithms and mechanisms.To me, pursuing my interests is very important, and not just in academics.|Unfortunately, I had to go back home during the CSI fest, and couldn't participate in any of the events.One of my two favourite events was RTFM, organised by IE. I liked it very much because it was an event based on pure logic, and it was a lot of fun to solve. And to top it all, we won the event.The other event I liked a lot was Auto Quiz, conducted by SAE. It involved one of my favourite topics - Cars! Also, we were competing against seniors, not just students from our year. Again, wining the event was just icing on the cake. (It would've been on my favourites list even if we hadn't)||I've learnt C++ and Python. I have no idea how good I have to be in either to earn a 5 on 5, so I'll just put it this way - I'm far far away from being a master of either language. But I believe that knowledge of a language isn't a criteria for anything. Anyone with a computer and an internet connection can learn a language. I feel it's the ability to apply logic (which in Computer Science is known as an algorithm) to solve problems that really matters.|Being interested in both Mechanical Engineering and Computer Engineering, I would initiate a project that would link both. It would primarily be a Mech-based project, involving some sort of automation and optimisation using Comps. It could be anything ranging from a CNC lathe to optimising the performance of an IC engine in an automobile to building a really cool robot.|Over the summer, I took up a mini-project that I successfully completed. The goal was to build a Twitter Miner, which would analyse tweets based on a predetermined criteria and draw up interesting statistics. One example is to analyse the tweets based on language, and sort the percentages in decreasing order to examine the social activity of a particular lingual group.Apart from this, I also read and implemented some interesting algorithms. This is still an ongoing process, which I like to do as a hobby in my free time.||||Like I mentioned above, I'm fascinated by simple mechanisms and their applications to achieve complex tasks. The easiest example would be a car, which runs on hundreds of simple mechanisms working simultaneously. I find automobile engineering fascinating as well.|Being interested in both Mechanical Engineering and Computer Engineering, I would initiate a project that would link both. It would primarily be a Mech-based project, involving some sort of automation and optimisation using Comps. It could be anything ranging from a CNC machine tool to optimising the performance of an IC engine in an automobile to building a really cool robot.|Over the summer, I took up a mini-project that I successfully completed. The goal was to design and simulate slider crank mechanism and analyse the design. I achieved this using CATIA, which I learnt along every step of my project.Cars have always been interesting to me, so in my free time I like to read about the different mechanisms in cars, and latest innovations in the automobile field.|B.Tech|Yes|||
8/14/2013 23:58|Name117|13RR117|123456905|abc1@gmail.com59|Room No 117|Technical, HR|Sangnithra (Computers), Kaaryavarta (Business)|I am interested in football and visiting as many places.I like to socialize.Now the other aspects, i am interested in android app development and making a simple software and a website for it.  I want a tech product by me.This is important to me.Getting internship is of prime importance.|In all the tech events, i couldn't list any of my favourites.So SCOTLAND YARD can be regarded as one of my favourite.It was fun,applying street smartness and exploring campus.||C- 4/5C++ - 3/5Java - 3/5 (need to brush up)|i like to make android app project catering to some basic daily need                                                ORmake a software that collects information of any website as a project.|till now only learning but i made an android app (tic tac toe) learning basic features through tutorials.|||||||B.Tech|Yes|||
8/14/2013 23:59|Name118|13RR118|123456906|abc2@gmail.com60|Room No 118|Technical, Media|Kaaryavarta (Business), Saahitya (Literature)|I am interested in Management and literature.|I dont remember the name of the events. But the events were really interesting with lots of creativity and fun.|PHOTOSHOP 2PICASA 5MOVIEMAKER 3POWERPOINT 5||||||||||B.Tech|Yes|||
8/15/2013 0:05|Name119|13RR119|123456907|abc1@gmail.com60|Room No 119|Media|Sangnithra (Computers)|I am creative, i like to design, draw arts and crafts,. so i want to implement my designing idea in software field, and am confident about my work, i can easily communicate with people, i always tries to communicate with new people and learn new things from them.|I am a fresher so i have no experience.|Visual Basic = 3.5/5windows live movie maker = 2.5/5|visual basic = 3.5c, c++ = 2html/css = 3|designing is my specific area of intrest.|"Had done some projects on vb. Internship in a company{JUSCO) on the topic ""Measuring Training Effectiveness"""|Visual Basic||||||MCA|Yes|||
8/15/2013 0:11|Name120|13RR120|123456908|abc2@gmail.com61|Room No 120|Technical|Vidut (Electronics and Electrical)|I'm interested in learning new stuff,doing projects.|Word puzzle event(forgot the exact name)-you will have to guess the word based on hints given.|||||Matlab, C++ or Embedded C|Design and control of Quadcopter using microcontroller.|I took up control of BLDC motors (IEEE project).||||B.Tech|Yes|||
8/15/2013 0:14|Name121|13RR121|123456909|abc1@gmail.com61|Room No 121|Technical|Sangnithra (Computers)|I am interested in coding and learning new computer languages. I am also interested in football, martial arts and music.Contribution to challenging projects is important to me as it will enhance my skills in computing and logical reasoning.|I liked Pangea which was organised by IEEE. It tested a team's capability in logical reasoning with a little bit of fun.I liked the event in which we control a ball's movement on the screen using a simpler version of the gaming console. It gave us an insight on how devices actually work.||C - 3/5C++ - 3/5Python - 1/5 (Currently learning)|To build NITK's very own search engine. The search engine would require the help of a web crawler program which seeks info from the Internet. Organizing info based on relevance is also a challenge.|I built a cinema booking/ticketing system using files for my 12th std CBSE project.|||||||B.Tech|Yes|||
8/15/2013 0:21|Name122|13RR122|123456910|abc2@gmail.com62|Room No 122|Technical, HR|Sangnithra (Computers)|I like reading and sometimes programming but basically in visual basic. A person should always have interest in something because it's a way to learn life long.|I am new to this club so still have to explore about it.||c      3c++  4visual basic 4Html (framework) 4|Would like to work on our own college's website. Like to modify from placements point of view.|Done a project in college on library management, banking management and process of publishing house.|||||||MCA|Yes|||
